"","NewProjectTitle"
"11723","support for the national verification process of displaced population inf colombia  support to the commission of monitoring of public policy on forced displacement "
"11724","support for the preparation of road safety program"
"11725","support for the research as university cooperation for development"
"11726","support for the revitalization of bogota s historic center"
"11727","support for the second phase of the expansion of the program of conditional transfers familias en acci  243 n project"
"11728","support for the socio economic stabilization process for displaced populations returnees and persons at risk in the department of cauca"
"11729","support for the socioeconomic reestablishment and food security of 57 indigenous and rural families displaced by the movement of the naya river and to 13 vulnerable peasant families residents of the resettlement zone "
"11730","support for the training school for international spaces of indigenous rights"
"11731","support for the training school on international fora for indigenous rights "
"11732","support for victims of forced migration and other human rights violations in buenaventura  colombia"
"11733","support for victims of mines and unexploded munition"
"11734","support for voluntary returnees  reintegration aid and travelling costs"
"11735","support fund for victims of human rights violation in colombia"
"11736","support improvement to medicines provision processes of the sgss"
"11737","support in the design and development of sustainable development goals"
"11738","support macroeconomic research and analysis as a basis for the development of policies and programs for inclusive development"
"11739","support measures   multiannual indicative programme 2014  2017 colombia"
"11740","support measures under the environment thematic programme  enrtp "
"11741","support mhcp in identification   selection of public private partnership project"
"11742","support national development p"
"11743","support national road safety policy"
"11744","support native university of cauca"
"11745","support non violent to the peace community of san jos  de apartad<U+FFFD>   colombia"
"11746","support of a project for street children in colombia"
"11747","support of internally displaced people in narino  columbia"
"11748","support of international election observation mission of the organisation of american states  oas  for referendum"
"11749","support of peace escort brigades in colombia of the international observatory of peace  ipo "
"11750","support of peace process in colombia"
"11751","support of private participation and concessions in infrastructure"
"11752","support of private participation and concessions in infrastructure  second stage"
"11753","support of returning internally displaced persons and receivin communities in food security and reconstruction"
"11754","support of the colombian compo"
"11755","support of the colombian social protection network"
"11756","support of the organisation of american states in witness protection in colombia"
"11757","support of the resilienz compared with climate conditioned risks"
"11758","support of the social protection net"
"11759","support of transitional justice"
"11760","support of young leaders of local small scale farmers in colombia"
"11761","support pre investment studies in regional infrastructure projects"
"11762","support preparation of the operation co l1161 to structure a financing strategy"
"11763","support program consolidation socio economic communities  internal refugees departm  antioquia   2562 cisp col"
"11764","support program for the construction of public policies with gender equality"
"11765","support program to quality education plan for prosperity"
"11766","support provided to civil society to further enable leadership and advocacy efforts "
"11767","support specific sectoral strategies for formalization in colombia"
"11768","support strengthening of social protection system in colombia"
"11769","support the comission on historical memory  gmh "
"11770","support the creation of women s equity centers in medellin and quibdo"
"11771","support the develompent of the social security in health"
"11772","support the inter regional efforts to collect and disseminate good practises on workplace compliance and strengthening constituents  capacities to app"
"11773","support the monitoring and evaluation of early childhood policy"
"11774","support the reform to the health social security system"
"11775","support the review and adaptation of legal procedures and tools on labour inspection as weel as the validation of a program to strengthen the capacity"
"11776","support the social inclusion strategy of the local programme of recycling  in bogota dc"
"11777","support to 20 young artisans from the indigenous community of barrio sikuani calarco"
"11778","support to 30 families in improvement of their houses  basic sanitation  access to water   productive development in the districts of puerto wilches"
"11779","support to apc colombia to create an initiative for the sustainable development"
"11780","support to arco iris"
"11781","support to basque overseas aid workers "
"11782","support to casa de paz  colombia"
"11783","support to civil society and strengthening of democratic institutions in colombia"
"11784","support to cnrr"
"11785","support to cnrr for national program of goods restitution"
"11786","support to colombia s humanitarian demining centre "
"11787","support to colombian peace and security via contributions to multilateral organisations "
"11788","support to comisi<U+FFFD>n colombiana de juristas to attend un meeting in geneva"
"11789","support to communities for sustainable land management in choco"
"11790","support to development programme to the colombian agency for international cooperation"
"11791","support to disaster risk management program"
"11792","support to early childhood development policy in colombia"
"11793","support to encuentro nacional de ong  confederaci<U+FFFD>n colombiana de ong"
"11794","support to findeter   financiera desarrollo territorial"
"11795","support to flip media project"
"11796","support to good governance"
"11797","support to icrc appeal for colombia 2004"
"11798","support to iidh"
"11799","support to improve the effectiveness and equality of educational investments"
"11800","support to indigenous peoples for self development  recognition and effective application of their rights in ecuador  bolivia  peru  colombia  guatem"
"11801","support to indigenous peoples for self development  recognition and effective application of their rights in ecuador  bolivia  peru  colombia  guatemala and mexico  chiapas  4 years"
"11802","support to indigenous peoples for self development recognition and effective application of their rights in ecuador bolivia peru colombia guatemala and mexico  chiapas  4 years"
"11803","support to indigenous population development in s  marta toerra nevada"
"11804","support to inland waterways expansion"
"11805","support to institutional and civil society initiatives  cultural activities "
"11806","support to inter american dialogue"
"11807","support to inter american dialogue   appui au dialogue inter am<U+FFFD>rican"
"11808","support to interventions to prevent hiv transmission and hiv risk reduction"
"11809","support to labour unions in latin america africa and palestine"
"11810","support to land restitution and rural development institutional reforms"
"11811","support to logistics related to the peace process"
"11812","support to national conciliation commission in colombia  2009"
"11813","support to oacnudh peace initiatives in colombia"
"11814","support to oas mission for support to the colombian peace process  oas mapp  2011   oas mapp 2011"
"11815","support to ohchr    2003 04 05   core funding to ohchr 03 04 05"
"11816","support to ohchr   appui au bhcdh"
"11817","support to ohchr colombia"
"11818","support to orphanages"
"11819","support to paho health program   soutien au programme de sant<U+FFFD> de l ops"
"11820","support to poor women and microenterprises support"
"11821","support to productive and social iniciatives trough temporary work"
"11822","support to programme coordination"
"11823","support to promotion and prevention on sexual and reproductive health"
"11824","support to public policy for idps"
"11825","support to public policy for idps "
"11826","support to reiniciar"
"11827","support to research in urban security in cali and valle del cauca"
"11828","support to returning refugees and displaced persons in narino"
"11829","support to rural development policy"
"11830","support to secretariado nacional de pastoral social  v congreso nacional de reconciliaci<U+FFFD>n"
"11831","support to self development processes in indigenous communities of misak  nasa and afro communities in cauca region  colombia "
"11832","support to small and medium fruit and vegetable producers in the region of cesar  colombia  enabling them to export to the catalonian market"
"11833","support to small and medium producers of fruit and vegetables in the region of cesar  colombia  enabling them to export their products to the catalonian market"
"11834","support to structure an energy efficiency financing strategy services sector"
"11835","support to sustainble energization for comprehensive plan for the pacific"
"11836","support to syrian refugee population in jordan "
"11837","support to the agricultural financial system   appui au syst<U+FFFD>me financier agricole"
"11838","support to the catalonian board for peace and human rights in colombia "
"11839","support to the colombia peace process through the use of industrial maps"
"11840","support to the colombian adaptation agenda"
"11841","support to the colombian competitiveness efforts at national and subnational level  wehu weif "
"11842","support to the colombian peace process"
"11843","support to the communities of the national movement of victims of state crimes  who have been displaced and their lands have been occupied "
"11844","support to the displaced indigenous population and the organizational strengthening of the indigenous traditional authorities of the south eastern colombia"
"11845","support to the effective implementation of law 1448 on victims  rights and land restitution"
"11846","support to the energy efficiency program in the san andres  providencia and sant"
"11847","support to the extended vaccinations program   pai"
"11848","support to the first regional meeting of idrc netw"
"11849","support to the forest carbon partnership facility s readiness fund   appui au fonds de pr<U+FFFD>paration du fonds de partenariat pour le carbone forestier"
"11850","support to the health sector reform ii"
"11851","support to the historical memory working group of the comission for reparation and reconciliation"
"11852","support to the iachr on human rights in its work in colombia"
"11853","support to the implementation of bogot<U+FFFD> s integrated transit system"
"11854","support to the implementation of the march 2015 joint demining agreement"
"11855","support to the implementation of the national logistics policy"
"11856","support to the institutional sthrengthening of the mavdt in climate change"
"11857","support to the leadership of the women popular organization in defense of women s human rights and peace building in colombia "
"11858","support to the management of decentralized defensoria del pueblo"
"11859","support to the national urban transit program project"
"11860","support to the no violence movement"
"11861","support to the oas mission for the support to the colombian peace process  oas mapp  2013   oas mapp 2013"
"11862","support to the ohchr office"
"11863","support to the peace community of san jos<U+FFFD> apartado"
"11864","support to the peace process in colombia"
"11865","support to the pfm reform process"
"11866","support to the preparation and implementation of the programme of public private"
"11867","support to the proposal of the biosphere of the sierra of tamaulipas"
"11868","support to the public financial management  pfm  reform process"
"11869","support to the social development proces with focus on human rights and the internal conflict in colombia"
"11870","support to the social financing program of empresas publicas de medellin"
"11871","support to the sustainable modernization of the capacity of community production of sugar and panela    cane"
"11872","support to the technical secretariat of the land and victims bill monitoring commission"
"11873","support to the unhchr s office in colombia"
"11874","support to the united nations office of the high commission for human rights   human rights"
"11875","support to the united nations office of the high commission for human rights   justice system"
"11876","support to the united nations office of the high commission for human rights   public sector executive function"
"11877","support to the volunteers of hogares claret colombia"
"11878","support to trade union in colombia"
"11879","support to trade union movement in colombia"
"11880","support to transitional justice and human rights mechanisms"
"11881","support to un office of the hchr in colombia"
"11882","support to un women and women s ngo involved in peace initiatives"
"11883","support to un women and women s ngo involved in peacebuilding  res 1325"
"11884","support to victims of anti personnel mines and unexploded ammunition"
"11885","support to victims of colombian conflict toward recognition of their rights to justice"
"11886","support to victims of sexual violence in situations of armed conflict and guarantee of access to jus   soutien aux victimes de violence sexuelle dans"
"11887","supporting 500 young people of 6 depressed neighborhood of bogot<U+FFFD> and cali for the improvement of the personal and social development and a project for the built of houses "
"11888","supporting a host community center in pasto"
"11889","supporting a national agreement for peace and reconciliation in colombia"
"11890","supporting activities for victims in colombia by la mesa catalana por la paz y los derechos humanos  the catalonian committee for peace and human rights "
"11891","supporting and protecting the population affected by internal conflict  and assisting and accompanying the victims and their associations in their re establishment and reparation process  in accordance with the framework of rights laid down in the colombian legal system  colombia  3 years"
"11892","supporting and strengthening the  progresa capital  venture capital fund for equitable economic development  phase 2 2"
"11893","supporting and strengthening youth organizations and initiatives in citizen participation with public relevance in quibdo "
"11894","supporting blind children"
"11895","supporting business growth in columbia"
"11896","supporting cultural  artistic and sportive education of 250 children in the municipal toy library alto del viento  phase ii "
"11897","supporting entrepreneurship in columbia s pacific region"
"11898","supporting financial sustainability in columbia"
"11899","supporting for the celebration of the xii latin american and caribbean feminist meeting "
"11900","supporting human rights in colombia"
"11901","supporting peace building capacities in colombia"
"11902","supporting processes self development in the indigenous communities of misak  nasa and afro descendants in the cauca department  colombia "
"11903","supporting public policies for peace building  phase i "
"11904","supporting public policies on land organization in colombia "
"11905","supporting renewable energy in columbia"
"11906","supporting science and technology in colombia "
"11907","supporting sustainability leadership in colombia"
"11908","supporting tax reform in colombia"
"11909","supporting the casa de la memoria de medell<U+FFFD>n museum  phase ii "
"11910","supporting the catalonian committee for peace and human rights in colombia"
"11911","supporting the colombian foreign ministry with a view to the high level meeting on south south cooperation"
"11912","supporting the colombian peace process"
"11913","supporting the consolidation of the victim s rights within the framework of the law on victims and land restitution  phase i "
"11914","supporting the construction of peace and the defence of human rights in the cimitarra river valley"
"11915","supporting the fisheries network of bolivar to consolidate a productive chain that will ensure food security and the generation of income"
"11916","supporting the full and effective participation of representatives of the indigenous peoples in the united nations processes on human rights and the environment  article 18 drip "
"11917","supporting the improvement of the quality of life of the population affected by armed conflict in the department of el cauca"
"11918","supporting the latin american institutional and technical presence in the uicn world congress on parks in sidney  november 2014"
"11919","supporting the paz community for a jurisprudence project before regarding law implementation   law on land restitution  and  victims law   2nd phase "
"11920","supporting the paz community for a jurisprudence project before regarding law implementation   law on land restitution and victims law  "
"11921","supporting the peace negotiations in colombia and the philippines"
"11922","supporting the preparations for implementation of the peace agreement once reached "
"11923","supporting the recovery of conflict affected populations by improving their food and nutrition security and resilience"
"11924","supporting the redes art programme"
"11925","supporting the return and social reintegration of families displaced by violence in sucre  by providing housing and training in conflict resolution and civic coexistence"
"11926","supporting the strategy  the launching  implementing and monitoring of the programme to control tuberculosis in the municipality of buenaventura"
"11927","supporting the voluntary return and reintegration of colombian refugees from ecuador"
"11928","supporting tourism development and sustainable fishing as a key instrument for food security and generating family income for women and traditional fishermen from vulnerable populations in the community of taganga santa marta"
"11929","supporting victims of crimes against humanity  demand of true  justice and           processes"
"11930","supporting victims of mines"
"11931","supporting victims of mines  and the pilot project for stepping up the education of children victims of anti personnel mines or unexploded ordnance"
"11932","supporting voluntary return and reintegration of colombian refugees from ecuador"
"11933","supportingh the strengthening of onic for the international incidence "
"11934","supporto tecnico e monitoraggio   esperti"
"11935","supports the historical and cultural heritage iberoamericano  strategies for its university management network"
"11936","supprot to out of place population due to viloence  through dwelling improvements and organization strengthening in buenaventura  cauca valley department"
"11937","suspension particles field detectors based on mems and wsn "
"11938","sustaiable development in the colombian rural environment sembradores de paz ii"
"11939","sustainability and enlargement of the social canteen  st clara de asis  in corozal "
"11940","sustainability in the territory and organizational capacity of the indigenous villages in the sierra nevada of santa marta"
"11941","sustainable access to water and sanitation in vulnerable communities affected by the armed conflict in tumaco district "
"11942","sustainable agricultural production of basic crops and protection of natural reserves"
"11943","sustainable agriculture development program for farmer communities in oca<U+FFFD>a diocese"
"11944","sustainable agriculture development programme for farmer communities in oca<U+FFFD>a diocese"
"11945","sustainable and inclusive communities in latin america   collectivit<U+FFFD>s inclusives et durables en am<U+FFFD>rique latine"
"11946","sustainable cities in colombia and peru"
"11947","sustainable development for youth in rural nari<U+FFFD>o   d<U+FFFD>veloppement durable pour les jeunes en milieu rural <U+FFFD> nari<U+FFFD>o"
"11948","sustainable development for youth in rural nariño   d<U+FFFD>veloppement durable pour les jeunes en milieu rural <U+FFFD> nariño"
"11949","sustainable development in spain and colombia  contribution to understanding the reasons for poverty and visibility of development opportunities "
"11950","sustainable development in the columbian central andes"
"11951","sustainable economic development through volunteer advisory support   soutien au d<U+FFFD>veloppement economique durable par des volontaires"
"11952","sustainable energy and climate change initiative  colombia"
"11953","sustainable entrepreneurship development   d<U+FFFD>veloppement durable de l entrepreneuriat"
"11954","sustainable forestry in coffee growing regions  biodiversity "
"11955","sustainable forestry in the coffee growing region"
"11956","sustainable hillsides agriculture  latin america "
"11957","sustainable hillsides agriculture  latin america  ii"
"11958","sustainable housing   green mortgages"
"11959","sustainable increase in the family income of the indigenous wiwa peasant population of the municipality of san juan del cesar  department of la guajira  through productive and social capacity building and clusters"
"11960","sustainable livelihoods through co operatives   moyens de subsistance durables gr<U+FFFD>ce aux coop<U+FFFD>ratives"
"11961","sustainable management and conservation of biodiversity in the magdalena river basin"
"11962","sustainable opportunities for peacebuilding and employment   opportunit<U+FFFD>s durables pour l emploi et la consolidation de la paix"
"11963","sustainable peace and community rebuilding in the region of the cauca  colombia"
"11964","sustainable peace by means of social justice"
"11965","sustainable program for technical capacitation in order to improve employability and income generation capacity in the population with the most limit"
"11966","sustainable ranger  stage v"
"11967","sustainable resource management in latin america"
"11968","sustainable ressource managment in latin america"
"11969","sustainable rural development and civic participation in libano honda diocese  colombia"
"11970","sustainable rural development for communities of small scale farmers in ipiales diocese  colombia"
"11971","sustainable rural economic development"
"11972","sustainable trade platform col"
"11973","sustainable urban development findeter"
"11974","sustainable urban development planning  colombia "
"11975","sustainable urban development strategies"
"11976","sustainable urban development via findeter"
"11977","sustainable use of biodiversity in the western slope of the serrania del baudo"
"11978","sustainibility in vocational training of latin america"
"11979","sv kyrkan idps colombia02"
"11980","sviluppo rurale  sanita di base attraverso l uso risorse locali in quattro comunita desplazadas della colombia   contributo a prog"
"11981","sviluppo rurale  sanita di base attraverso l uso risorse locali in quattro comunita desplazadas della colombia  oneri previdenzial"
"11982","sviluppo rurale e socio sanitario in comunit<U+FFFD> indigene andoke"
"11983","sviluppo rurale sanita di base attraverso l uso risorse locali"
"11984","sviluppo rurale sanita di base attraverso l uso risorse locali in quattro comunita desplazadas della colombia   contributo a prog"
"11985","sviluppo rurale sanita di base attraverso l uso risorse locali in quattro comunita desplazadas della colombia  oneri previdenzial"
"11986","sviluppo socio economico della popolazione desplazada di cucuta   barrio a  santos  particolare riguardo alle donne e ai bambini"
"11987","sviluppo socio economico della popolazione desplazada di cucuta   barrio a  santos particolare riguardo alle donne e ai bambini"
"11988","sw church frame 2010 2012"
"11989","sw church frame 2010 2012 incl eu                  bidrag egeninsats eu bidrag colombia"
"11990","sw church frame 2010 2012 incl eu                  bidrag eu insats uganda"
"11991","sw church frame 2010 2012 incl eu                  concord cso appropriation 2011 2012"
"11992","sw church frame 2010 2012 incl eu                  egeninsats bidrag eu insats mauretanien 2011 2013"
"11993","sw church frame 2010 2012 incl eu                  sw church frame 2010 2012"
"11994","sw church frame 2010 2012 incl eu                  till<U+FFFD>ggsavtal barn satsning 2011 2013"
"11995","sw church frame 2010 2012 incl eu                  till<U+FFFD>ggsavtal f<U+FFFD>r x tra medel concord 2011 2012"
"11996","sw church frame 2010 2012 incl eu bidrag egeninsats eu bidrag colombia"
"11997","sw church frame 2010 2012 incl eu bidrag eu insats uganda"
"11998","sw church frame 2010 2012 incl eu concord cso appropriation 2011 2012"
"11999","sw church frame 2010 2012 incl eu egeninsats bidrag eu insats mauretanien 2011 2013"
"12000","sw church frame 2010 2012 incl eu sw church frame 2010 2012"
"12001","sw church frame 2010 2012 incl eu sw church till<U+FFFD>gg"
"12002","sw church frame 2010 2012 incl eu till<U+FFFD>ggsavtal barn satsning 2011 2013"
"12003","sw church frame 2010 2012 incl eu till<U+FFFD>ggsavtal f<U+FFFD>r x tra medel concord 2011 2012"
"12004","swe 2012 051  a farewell to arms  defections  recidivism and successful reintegration of ex combatants in colombias civil war "
"12005","swedish church and kristna freds swefor   swe church  swefor protection programme"
"12006","swedish church and kristna freds swefor program   for support to and protection of hr defenders and societies in colombia    swe church  swefor protection programme"
"12007","swedish church and kristna freds swefor program for support to and protection of hr defenders and societies in colombia    swe church  swefor protecti"
"12008","swedish church and kristna freds swefor program for support to and protection of hr defenders and societies in colombia    swe church  swefor protection programme"
"12009","swedish church and kristna freds swefor program for support to and protection of hr defenders and societies in colombia  swe church  swefor protection programme"
"12010","swedish church col 2004"
"12011","swedish church frame extension year 2013   swedish church extension year 2013"
"12012","swedish institute scholarship programmes"
"12013","swedish institute study scholarships"
"12014","swedish tuition fee scholarship for students from countries outside europe  eu eea and switzerland  who study at a swedish university "
"12015","swera pilot project col"
"12016","swift iv task order for colombia   alternative development and alternative livelihoods"
"12017","swift iv task order for colombia   human rights"
"12018","swift iv task order for colombia   peace and reconciliation processes"
"12019","swift iv task order for colombia   policies  regulations and systems"
"12020","swift iv task order for colombia   social services"
"12021","swiss cooperation office"
"12022","swiss imf technical assistance subaccount  letter of understanding south  2010   2015"
"12023","swiss investment fund for emerging markets  altra fund"
"12024","swiss participation to the oas election observation mission to colombia  general elections  2 october 2016"
"12025","swiss participation to the oas election observation mission to colombia  parliamentary elections  9 march 2014 "
"12026","swiss participation to the oas election observation mission to colombia  presidential elections  25 may 2014 "
"12027","swiss presidency g 24"
"12028","swiss presidency group of 24  g 24 "
"12029","swiss subaccount at the international monetary fund for technical assistance in the south"
"12030","swiss worldbank partnership on fiscal risk management for middle income countries"
"12031","swisspeace  mapping of archives of the attorney general s office in colombia with view to the work of the transitional justice mechanisms"
"12032","swisspeace  strengthening civil societys capacity to monitor a potential peace agreement in colombia"
"12033","sylviculture politique de la sylviculture et gestion administrative"
"12034","symposium  cities   climate change"
"12035","syndicaal programma 2015 2016 ifsi ivsi colombie"
"12036","syst<U+FFFD>me communication satellite"
"12037","syst<U+FFFD>mes de production de tomates"
"12038","system of currents"
"12039","system x   ecgd premiums"
"12040","t<U+FFFD>l<U+FFFD>communications"
"12041","t<U+FFFD>l<U+FFFD>vision"
"12042","t062 planning"
"12043","t068 legislation"
"12044","t134   programme planning  monitoring and evaluati"
"12045","table for colombia"
"12046","tackling structural causes of discrimination by promoting political participation of internally displaced afro colombians in decision making scenarios"
"12047","tactical analysis teams  tats "
"12048","taft fund  for the faith and joy  fe y alegr<U+FFFD>a  foundation to furnish and equip a computer lab for internally displaced persons  idps  to build their"
"12049","taft fund  request to fund the scalabrini foundation in colombia  corposcal  to adapt and improve facilities at the organization s migration center in"
"12050","taller de carpinteria para formaci<U+FFFD>n de menores rescatados de la calle en cartagena de indias"
"12051","taller de corte y confecci<U+FFFD>n y dotaci<U+FFFD>n de electrobomba en centro de orientaci<U+FFFD>n juvenil femenino"
"12052","taller desarrollo sostenible"
"12053","taller sobre t<U+FFFD>cnicas especiales de investigaci<U+FFFD>n policial en la lucha contra el crimen organizado"
"12054","talleres de capacitaci<U+FFFD>n y apoyo a los j<U+FFFD>venes v<U+FFFD>ctimas de la violencia en uaraba"
"12055","talleres de capacitaci<U+FFFD>n y apoyo a los j<U+FFFD>venes y ni<U+FFFD>os v<U+FFFD>ctimas de la violencia en urab<U+FFFD>"
"12056","talleres de formaci<U+FFFD>n para ni<U+FFFD>os de la calle en el centro bosconia  necom<U+FFFD>n "
"12057","targeted vulnerable populations"
"12058","targeting and risk management"
"12059","tax simplification iin latin america and the carribean"
"12060","tax simplification in colombia"
"12061","tba  code pending "
"12062","tc aggregated activities"
"12063","tc drugs project"
"12064","tc government economic and development policy  planning"
"12065","tcl ii f<U+FFFD>rd  techn  innov "
"12066","tdh l children in bolivar"
"12067","tdhg familles d plac es sincelejo"
"12068","tdhg familles d<U+FFFD>plac<U+FFFD>es sincelejo"
"12069","tdhl humanitarian programme africa 2007"
"12070","teaching beauty related theories and their practical applications and providing hands on training for hair  scalp  nail and skincare"
"12071","teaching computer theories  their practical applications and the method of using related programs and providing hands on training in the areas of hardware  software  courseware and internet"
"12072","teaching of peace journalists and preparation of conflict relevant documentaries"
"12073","teaching taekwondo theories and their practical applications and providing hands on training on game rules  poomsae  position   basic forms and matches"
"12074","teaching theories and their practical applications and providing hands on training in the area of general education  such as developing education curriculum and textbook  and training teachers "
"12075","teaching theories and their practical applications and providing hands on training on korean language education regarding grammar  conversation  reading comprehension  speaking  listening  reading and writing"
"12076","teaching theories and their practical applications and providing hands on training on special education to assist persons with a physical or mental disability to effectively overcome such disability and live as a productive member of society"
"12077","technical aid for the modernization of the status of socioeconomic  environmental  and cultural development"
"12078","technical and technological education strengthening project"
"12079","technical assistance"
"12080","technical assistance   cartagena wastewater treatment system start up"
"12081","technical assistance   cartagena wastewater treatment system start up  through government of colombia"
"12082","technical assistance   coal mine methane recovery in cordoba  through raven ridge resources  inc "
"12083","technical assistance   greater data center hosting  through astro systems  inc "
"12084","technical assistance   greater data center hosting  through government of colombia"
"12085","technical assistance   implementation of intelligent transportation system technologies  through government of colombia"
"12086","technical assistance   implementation of intelligent transportation system technologies  through kanaan consulting us  inc "
"12087","technical assistance   intelligent supervision and advanced control system  through government of colombia"
"12088","technical assistance   intelligent supervision and advanced control system  through quanta technology  llc"
"12089","technical assistance   intelligent supervision and advanced control systems  isaac  project  through government of colombia"
"12090","technical assistance   master plan update for el dorado international airport in bogota  through government of colombia"
"12091","technical assistance   master plan update for el dorado international airport in bogota ta"
"12092","technical assistance   master plan update for el dorado international airport in bogota ta  through government of colombia"
"12093","technical assistance   nationwide non intrusive cargo inspection systems  nii   through government of colombia"
"12094","technical assistance   ustda country manager  colombia   jacob flewelling  travel expenses   through u s  government   trade and development agency"
"12095","technical assistance and strengthening of the technique office cooperation in colombia"
"12096","technical assistance consisting of the development strategic plans for two colombian cooperatives"
"12097","technical assistance for budget and financial accountability   colombia"
"12098","technical assistance for colombia   government debt and infrastructure finance"
"12099","technical assistance for colombia   revenue policy and administration"
"12100","technical assistance for developing a plan of rubble management in bogot<U+FFFD> "
"12101","technical assistance for development of a debris management plan to the municipality of bogot<U+FFFD>"
"12102","technical assistance for government debt   infrastructure finance    colombia ift"
"12103","technical assistance for government debt   infrastructure finance   colombia ift"
"12104","technical assistance for radio and tv reception  education for airtime"
"12105","technical assistance for revenue policy and administration"
"12106","technical assistance for revenue policy and administration "
"12107","technical assistance for socio economic development environmental and cultural modernization"
"12108","technical assistance for tax  policy and administration "
"12109","technical assistance for the drawing up of a waste management plan in the bogota municipality "
"12110","technical assistance of transitional justice international center transitional justice ictj 2010 2013   ictj 2010 2012"
"12111","technical assistance of transitional justice international center transitional justice ictj 2010 2013 ictj 2010 2012"
"12112","technical assistance projects consisting of subsidies for social activities"
"12113","technical assistance regarding disarmament  demobilisation and reintegration  ddr "
"12114","technical assistance regarding security sector reform  ssr "
"12115","technical assistance to accompany the implementation and monitoring of spanish cooperation s bilateral programme in colombia"
"12116","technical assistance to colombia on competition policy and enforcement"
"12117","technical assistance to cooperating countries on competition and consumer protection policy and enforcement"
"12118","technical assistance to implement the urban reconstruction plan r<U+FFFD>o manzanares phase ii  santa marta  colombia"
"12119","technical assistance to strengthen the strategic area of the colombian micro financing ngo  corporaci<U+FFFD>n acci<U+FFFD>n por el tolima  actuar famiempresas"
"12120","technical assistance to strengthen the strategic area of two colombian cooperatives  microenterprises in antioquia and crediservir"
"12121","technical commitment   interest for late payment ctr 2013 315 716"
"12122","technical cooperation"
"12123","technical cooperation to support the social reform program in colombia"
"12124","technical feasibility study  for the waste water treatment plant duitama"
"12125","technical fortification of the network of comprehensive specialized care for children and youth in situation of vulnerability  program xiquets  cartagena"
"12126","technical office for cooperation"
"12127","technical school  cartagena de indias  colombia"
"12128","technical studies and detailed design for the waste water treatment plant of duitama"
"12129","technical support for the experts on identification  analysis and monitoring of co operation for development programmes"
"12130","technical support for the general report of historical memory  gmh  colombia  "
"12131","technical support for the state modernization  for a socioeconomic  environmental and cultural development "
"12132","technical support on rural economy in colombia"
"12133","technical support provided  including through civil society technical support providers  to strengthen community systems"
"12134","technical support provided  including through civil society technical support providers  to strengthen community systems and provide hiv related services"
"12135","technical support to the agro ecological school in north eastern colombia"
"12136","technical support to the seeding  agroecological production and packing of  panela and its derived with 7 indigenous  resguardos  "
"12137","technical symposium   u s  colombia smart grid workshop  through mfm lamey group  llc"
"12138","technical training for teacher of education for coexistence  edex"
"12139","techniques automatisation   in"
"12140","techniques automatisation   initiati"
"12141","technische advisering consulta"
"12142","technological transference of linex to colombia and pilot public model of teaching"
"12143","technological transformation program for bogota s integrated public transport system bogota sitp "
"12144","tejiendo la paz con mano ciuda"
"12145","telecom regulatory policies and standards   orientation visit"
"12146","telecommunications"
"12147","telecommunications   definitional mission"
"12148","telecommunications   telecom capacity building   technical assistance"
"12149","telecommunications in rural areas"
"12150","telecommunications rural areas"
"12151","teleconference   colombia"
"12152","telefonica moviles colombia s a "
"12153","telematic net for educational centers capital district"
"12154","telematic network for educative center in the capital district"
"12155","telework  new forms of work and employment opportunities"
"12156","temporary and circular labour migration  tclm  between colombia and spain  a model for consolidation and replication"
"12157","temporary migration"
"12158","temporary sustenance of asylum seekers"
"12159","tenemos una oportunidad ahora   implementaci<U+FFFD>n del sistema de monitoreo de la resoluci<U+FFFD>n 1612 sobre ni<U+FFFD>ez y conflicto armado en colombia "
"12160","tenza integral  segunda etapa"
"12161","terceras jornadas por la paz y los derechos humanos en colombia  sensibilizaci<U+FFFD>n y compromiso"
"12162","terminaci<U+FFFD>n construcci<U+FFFD>n"
"12163","termosebastopol combined cycle power plant"
"12164","terms and conditions for ibero american master s in environmental science"
"12165","territorial defense and poverty reduction in indian ward  ca<U+FFFD>amomo and lomaprieta colombia"
"12166","territorial networks of support to the management of decentralized defensoria del pueblo"
"12167","territorial public policy for indigenous peoples rights protection"
"12168","territorial public policy for the protection of indigenous people s rights "
"12169","territorial public policy for the protection of rights of indigenous peoples "
"12170","territorial solution to the situation of food subsistence of the indigenous communities of the zone of yap<U+FFFD>  vaup<U+FFFD>s  with base in the intercultural strengthening of traditional customs"
"12171","territory and culture management of the indigenous people of the sierra nevada of santa marta"
"12172","territory management of the indigenous people of the sierra nevada of santa marta "
"12173","territory of life red for strengthenin g productive units as a preventive strategy for linking indigenous youth and children in armed conflict to cald"
"12174","territory of life red for strengthening productive units as a preventive strategy for linking indigenous youth and children in armed conflict to caldo"
"12175","terromoto de colombia"
"12176","tertiary education of students with nationality of developing countries"
"12177","tertiary scholarships for studies in greek universities"
"12178","testimonies of the political genocide in colombia  the case of the patriotic union"
"12179","th<U+FFFD><U+FFFD>tre"
"12180","thai semi aggregate data"
"12181","thailand semi aggregate data"
"12182","the asociaci<U+FFFD>n de comunidades andinas de nari<U+FFFD>o"
"12183","the black community concil of basin raposo river for the protection  use and management of natural resources"
"12184","the blossoming of the indigenous languages in colombia"
"12185","the carter center"
"12186","the coffeelands trust  victim assistance for colombian coffee farmers"
"12187","the colombian law commision"
"12188","the colombian peace process and potential criminalisation of rebels  insight crime "
"12189","the congress as a guarantor of the victims  rights   fundacion social "
"12190","the democratic construction of peace in colombia"
